Type,Locus,Strand,Left,Right,Length,CN_HMM,CN_boot,Lowerbound,Upperbound
IG,,1,1461150,1461285,136,1,1.0689497717,1.0009818671,1.1369176762
CDS,SATW20_13650,-1,1461286,1462377,1092,1,0.9474313969,0.8773935607,1.0236481335
IG,,1,1462378,1462541,164,1,1.0957250068,1.0009818671,1.2110644812
CDS,SATW20_13660,1,1462542,1463573,1032,1,1.0077224858,0.9167241342,1.0920139218
IG,,1,1463574,1464064,491,1,0.9659680981,0.8732639956,1.0895461064
CDS,SATW20_13670,1,1464065,1465471,1407,1,0.9927433332,0.9087102876,1.0801129851
CDS,SATW20_13680,1,1465468,1466034,567,1,0.8668114581,0.8103010003,0.9303658624
IG,,1,1466035,1466039,5,1,0.8403304564,0.0123578008,0.8403304564
CDS,SATW20_13690,1,1466040,1467038,999,1,0.957167846,0.8818863702,1.027955576
IG,,1,1467039,1467039,1,1,0.8897616597,0.0123578008,0.8897616597
CDS,SATW20_13700,1,1467040,1467822,783,1,0.9790124434,0.908916251,1.0531729793
CDS,SATW20_13710,1,1467819,1468454,636,1,1.0027472672,0.8879432976,1.1388243084
CDS,SATW20_13720,1,1468447,1469661,1215,1,0.89451466,0.8270220555,0.9706767371
CDS,SATW20_13730,1,1469654,1470382,729,1,1.0179738433,0.9128861945,1.1122175218
IG,,1,1470383,1470703,321,1,1.0158112281,0.9293066223,1.1147477816
CDS,SATW20_13740,1,1470704,1471966,1263,1,0.984821666,0.9135076493,1.0532838826
IG,,1,1471967,1471984,18,1,0.8032570539,0.0123578008,0.790899253
CDS,SATW20_13750,1,1471985,1473244,1260,1,0.9135945613,0.8509228571,0.9895155934
IG,,1,1473245,1473926,682,1,0.9870793412,0.8850811426,1.0782181223
CDS,SATW20_13760,1,1473927,1474694,768,1,1.04423417,0.9824451659,1.0967702708
IG,,1,1474695,1474741,47,1,1.0504130704,1.013339668,1.0874864729
CDS,SATW20_13770,-1,1474742,1475215,474,1,1.0215782018,0.9536102973,1.0627708713
IG,,1,1475216,1475338,123,1,0.8279726555,0.7785414522,0.8774038588
CDS,SATW20_13780,-1,1475339,1476040,702,1,0.8928511099,0.7862496305,1.0241681909
CDS,SATW20_13790,-1,1476033,1476806,774,1,1.0023549561,0.9199558864,1.077888581
CDS,SATW20_13800,-1,1476793,1477479,687,1,0.9438270383,0.8866722095,0.9932736889
IG,,1,1477480,1477615,136,1,0.9474313969,0.8774038588,0.9886240663
CDS,SATW20_13810,-1,1477616,1478602,987,1,0.9807600112,0.8694611632,1.0953617624
IG,,1,1478603,1478905,303,1,1.0535025207,0.9113878111,1.1492754771
CDS,SATW20_13820,-1,1478906,1479250,345,1,1.0318763692,0.9700873651,1.0936653733
IG,,1,1479251,1479454,204,1,1.079247939,1.0256974688,1.1122020746
CDS,SATW20_13830,1,1479455,1481269,1815,1,1.0048843306,0.9541327938,1.060845656
IG,,1,1481270,1481408,139,1,0.865046058,0.7661836514,0.939192863
CDS,SATW20_13840,-1,1481409,1482050,642,1,0.8774038588,0.8226411472,0.9374627709
IG,,1,1482051,1482056,6,1,1.0009818671,0.0123578008,1.0009818671
CDS,SATW20_13850,-1,1482057,1482908,852,1,0.9181846016,0.8341515559,1.0022547206
IG,,1,1482909,1482954,46,1,0.8526882572,0.0247156017,0.8403304564
CDS,SATW20_13860,-1,1482955,1483872,918,1,0.9070625808,0.8353626204,0.9849167261
IG,,1,1483873,1483873,1,1,0.8774038588,0.0245920236,0.8774038588
CDS,SATW20_13870,-1,1483874,1484800,927,1,0.9169488215,0.835387336,1.0232506242
IG,,1,1484801,1484990,190,1,0.8774038588,0.865046058,0.8897616597
CDS,SATW20_13880,-1,1484991,1485974,984,1,1.0560302526,0.9773784675,1.1414675938
IG,,1,1485975,1486513,539,1,0.8315034558,0.7361718494,0.9286534243
CDS,SATW20_13890,1,1486514,1486810,297,1,0.7414680497,0.6889473962,0.7878098028
IG,,1,1486811,1486945,135,1,0.7785414522,0.7661836514,0.790899253
CDS,SATW20_13900,-1,1486946,1487848,903,1,0.9910956265,0.8848061815,1.1245969488
IG,,1,1487849,1487994,146,1,1.0009818671,0.7661836514,1.2357800829
CDS,SATW20_13910,1,1487995,1489596,1602,1,0.984989419,0.9180610236,1.0482322821
IG,,1,1489597,1490455,859,1,0.8465093568,0.7995497136,0.9058391586
CDS,SATW20_13920,1,1490456,1491661,1206,1,0.9011688604,0.8393418323,0.9658191708
IG,,1,1491662,1491724,63,1,0.8094359543,0.7538258506,0.865046058
CDS,SATW20_13930,1,1491725,1492714,990,1,0.985253757,0.9122079197,1.0549854568
IG,,1,1492715,1492715,1,1,1.1122020746,0.0245920236,1.0998442738
CDS,SATW20_13940,1,1492716,1493603,888,1,0.9725589252,0.8872777417,1.0615350912
CDS,SATW20_13950,1,1493600,1494322,723,1,0.9529237528,0.8773763971,1.040870102
IG,,1,1494323,1494348,26,1,0.8526882572,0.0123578008,0.8526882572
CDS,SATW20_13960,1,1494349,1495068,720,1,0.8835827593,0.8403304564,0.9407684826
IG,,1,1495069,1495210,142,1,0.8073763208,0.7538258506,0.8403304564
CDS,SATW20_13970,1,1495211,1496362,1152,1,0.9330139626,0.8135243267,1.0319484564
IG,,1,1496363,1496366,4,1,1.1616332779,0.0123578008,1.1616332779
CDS,SATW20_13980,1,1496367,1497452,1086,1,1.0236378353,0.9628477534,1.095735305
CDS,SATW20_13990,1,1497442,1498707,1266,1,0.9903894664,0.9012279334,1.0901345731
IG,,1,1498708,1498946,239,1,1.0298167357,0.9144772613,1.1863488796
CDS,SATW20_14000,-1,1498947,1499348,402,1,0.8922332198,0.7610922374,0.9738441365
IG,,1,1499349,1499544,196,1,0.9556699308,0.8897616597,1.0009818671
CDS,SATW20_14010,-1,1499545,1499745,201,1,0.935073596,0.8279726555,1.0874864729
IG,,1,1499746,1499915,170,1,0.9227157952,0.790899253,1.0874864729
CDS,SATW20_14020,-1,1499916,1500224,309,1,0.8835827593,0.7816309024,1.0102502178
IG,,1,1500225,1500386,162,1,1.0071607675,0.9268350622,1.0874864729
CDS,SATW20_14030,1,1500387,1500656,270,1,0.923745612,0.8310003167,1.04423417
IG,,1,1500657,1500680,24,1,0.9144772613,0.0123578008,0.9144772613
CDS,SATW20_14040,1,1500681,1501304,624,1,0.9484612136,0.8341206614,1.0473390675
IG,,1,1501305,1501335,31,1,1.0751286721,0.0491840473,1.0627708713
CDS,SATW20_14050,1,1501336,1502472,1137,1,1.0298167357,0.9546195177,1.1194416862
IG,,1,1502473,1502769,297,1,0.9330139626,0.8588671576,1.04423417
CDS,SATW20_14060,-1,1502770,1503132,363,1,0.9021194605,0.8205085438,1.0060238499
CDS,SATW20_14060,-1,1502528,1502770,243,1,0.9515506638,0.8526882572,1.0874864729
IG,,1,1502771,1503484,714,1,0.9654531897,0.8170977908,1.2251060324
CDS,SATW20_14080,-1,1503485,1504828,1344,1,0.8905855131,0.805712137,0.9721964297
IG,,1,1504829,1505052,224,1,0.9721469985,0.9021194605,1.0874864729
CDS,SATW20_14090,-1,1505053,1506939,1887,1,0.9793557157,0.9033367039,1.0708034418
IG,,1,1506940,1506952,13,1,1.0504130704,0.0123578008,1.0380552696
CDS,SATW20_14100,-1,1506953,1507744,792,1,1.0421745366,0.9817311596,1.0998854664
IG,,1,1507745,1507924,180,1,0.9680277316,0.8897616597,1.1122020746
CDS,SATW20_14110,-1,1507925,1508128,204,1,0.9639084646,0.7661836514,1.1122020746
IG,,1,1508129,1508156,28,1,0.7661836514,0.0123578008,0.7661836514
CDS,SATW20_14120,-1,1508157,1508966,810,1,0.9817586214,0.867792236,1.0861408457
IG,,1,1508967,1509545,579,1,1.0504130704,0.9674039569,1.1386830764
CDS,SATW20_14130,-1,1509546,1510814,1269,1,0.9912721665,0.895049033,1.073389753
IG,,1,1510815,1510827,13,1,0.7538258506,0.0123578008,0.7538258506
CDS,SATW20_14140,-1,1510828,1513626,2799,1,0.9293918485,0.8859179575,0.9728614783
IG,,1,1513627,1513909,283,1,0.9639084646,0.9268350622,0.9886240663
CDS,SATW20_14150,-1,1513910,1515265,1356,1,1.04423417,0.955002021,1.1722433326
CDS,SATW20_14160,-1,1515262,1515921,660,1,1.0905759231,0.9901224497,1.1755512511
IG,,1,1515922,1516834,913,1,1.0121038879,0.9490791037,1.0801212236
CDS,SATW20_14170,1,1516835,1517320,486,1,0.8794634923,0.7826607192,0.9949059484
IG,,1,1517321,1517450,130,1,0.8774038588,0.7414680497,1.013339668
CDS,SATW20_14180,-1,1517451,1518065,615,1,0.909181061,0.8279196935,0.9922784445
IG,,1,1518066,1518081,16,1,1.0751286721,0.0247156017,1.0627708713
CDS,SATW20_14190,-1,1518082,1519152,1071,1,1.0061309508,0.9288946956,1.0926767493
IG,,1,1519153,1519163,11,1,0.9268350622,0.0245920236,0.9268350622
CDS,SATW20_14200,-1,1519164,1519673,510,1,1.0153993014,0.8732433992,1.1513763032
IG,,1,1519674,1520072,399,1,0.9194203817,0.7512801436,1.0380552696
CDS,SATW20_14210,-1,1520073,1521563,1491,1,0.9785833531,0.9190728185,1.0341934569
IG,,1,1521564,1521742,179,1,0.9927433332,0.8403304564,1.0998442738
CDS,SATW20_14220,-1,1521743,1521976,234,1,0.9886240663,0.8774038588,1.0998442738
CDS,SATW20_14230,-1,1521976,1522476,501,1,1.048353437,0.9886240663,1.1184015713
IG,,1,1522477,1522487,11,1,1.0009818671,0.0247156017,1.0009818671
CDS,SATW20_14240,-1,1522488,1522916,429,1,1.0030415006,0.9433121299,1.058692797
CDS,SATW20_14250,-1,1522909,1523442,534,1,1.0009818671,0.9020988642,1.1225002419
IG,,1,1523443,1523527,85,1,1.04423417,0.9268350622,1.1616332779
CDS,SATW20_14260,-1,1523528,1524367,840,1,0.8952540156,0.8403304564,0.9680277316
IG,,1,1524368,1524381,14,1,0.9762662655,0.0247156017,0.9762662655
CDS,SATW20_14270,-1,1524382,1524861,480,1,0.9103579944,0.84030986,0.9762662655
IG,,1,1524862,1525060,199,1,0.9309543291,0.8156148547,1.013339668
CDS,SATW20_14280,-1,1525061,1526017,957,1,0.8875147868,0.8111098746,0.9729858311
IG,,1,1526018,1526440,423,1,0.8996479003,0.8105975876,1.0134385304
CDS,SATW20_14290,-1,1526441,1526878,438,1,0.8526882572,0.790899253,0.9144772613
IG,,1,1526879,1526893,15,1,0.7661836514,0.0247156017,0.7539494286
CDS,SATW20_14300,-1,1526894,1528018,1125,1,0.8850086594,0.8326971378,0.9506285818
IG,,1,1528019,1528055,37,1,0.9886240663,0.0245920236,0.9762662655
CDS,SATW20_14310,-1,1528056,1528307,252,1,0.9793557157,0.8866722095,1.0380552696
IG,,1,1528308,1528318,11,1,1.0380552696,0.0247156017,1.0380552696
CDS,SATW20_14320,-1,1528319,1528540,222,1,1.0380552696,0.9515506638,1.1245598754
IG,,1,1528541,1528757,217,1,1.0751286721,0.9762662655,1.1245598754
CDS,SATW20_14330,1,1528758,1529462,705,1,1.013339668,0.9376326906,1.0921360955
IG,,1,1529463,1530002,540,1,0.8456266567,0.7979255455,0.8986063143
CDS,SATW20_14340,1,1530003,1530404,402,1,0.9367213028,0.8329157759,1.0602993111
IG,,1,1530405,1530462,58,1,1.0009818671,0.0247156017,1.0009818671
CDS,SATW20_14350,-1,1530463,1561728,31266,1,0.9659943355,0.9463072568,0.9825730731
IG,,1,1561729,1562111,383,1,1.0034534273,0.8749322987,1.1764626389
CDS,SATW20_14360,-1,1562112,1563512,1401,1,0.8980001936,0.8073351281,0.9903541584
IG,,1,1563513,1563668,156,1,0.9700873651,0.865046058,1.0751286721
CDS,SATW20_14370,-1,1563669,1564991,1323,1,0.8509228571,0.7811807254,0.9180433696
IG,,1,1564992,1565021,30,1,0.7414680497,0.6549634439,0.8279726555
CDS,SATW20_14380,-1,1565022,1566062,1041,1,0.9245881893,0.840319222,1.00322874
IG,,1,1566063,1566156,94,1,0.865046058,0.8156148547,0.9144772613
CDS,SATW20_14390,-1,1566157,1567275,1119,1,0.9021194605,0.7970575571,1.0370563474
IG,,1,1567276,1567749,474,1,1.0751286721,0.9288329066,1.2461812319
CDS,SATW20_14400,-1,1567750,1568628,879,1,1.0936653733,0.9465457545,1.2234717133
IG,,1,1568629,1568647,19,1,1.3099268879,0.0369498245,1.3099268879
CDS,SATW20_14410,-1,1568648,1572088,3441,1,1.0673609116,1.0122698355,1.1228015369
IG,,1,1572089,1572391,303,1,1.0843970227,0.9823215879,1.1585747222
CDS,SATW20_14420,1,1572392,1573732,1341,1,0.9136534079,0.8427443468,0.9853451298
IG,,1,1573733,1573937,205,1,0.8774038588,0.7538258506,1.013339668
CDS,SATW20_14430,-1,1573938,1574270,333,1,0.9577295642,0.8279726555,1.0504130704
IG,,1,1574271,1574353,83,1,0.9577295642,0.7785414522,1.1369176762
CDS,SATW20_14440,-1,1574354,1575499,1146,1,0.9505208471,0.8619566078,1.0483843315
IG,,1,1575500,1576149,650,1,0.9793557157,0.8433272231,1.1370412543
CDS,SATW20_14450,-1,1576150,1576494,345,1,1.0164291182,0.9639084646,1.0720392219
IG,,1,1576495,1576507,13,1,0.939192863,0.9144772613,0.9639084646
CDS,SATW20_14460,-1,1576508,1577071,564,1,1.0730690386,0.9473902042,1.19252778
CDS,SATW20_14470,-1,1577064,1577414,351,1,1.0751286721,0.9812093858,1.1937635601
IG,,1,1577415,1577953,539,1,0.9948029667,0.9350529997,1.0772089019
CDS,SATW20_14480,1,1577954,1578580,627,1,1.013339668,0.9162250074,1.0963487815
CDS,SATW20_14490,1,1578577,1580760,2184,1,0.9037313476,0.8553586168,0.9601473948
IG,,1,1580761,1581325,565,1,0.9780316656,0.8579668035,1.0980788736
CDS,SATW20_14500,-1,1581326,1581667,342,1,1.0998442738,1.0782181223,1.1214704252
IG,,1,1581668,1581671,4,1,1.1122020746,0.0123578008,1.0998442738
CDS,SATW20_14510,-1,1581672,1582331,660,1,0.9330139626,0.8433890121,1.0210787407
CDS,SATW20_14520,-1,1582321,1583007,687,1,0.9855346161,0.912917089,1.0751286721
IG,,1,1583008,1583334,327,1,0.9886240663,0.8835827593,1.0874864729
CDS,SATW20_14530,-1,1583335,1584627,1293,1,0.9709700651,0.9321136085,1.013374976
IG,,1,1584628,1584948,321,1,0.9793557157,0.9330139626,1.0102502178
CDS,SATW20_14540,-1,1584949,1587642,2694,1,0.9806797658,0.932550545,1.0301286231
IG,,1,1587643,1587665,23,1,0.9639084646,0.0123578008,0.9639084646
CDS,SATW20_14550,-1,1587666,1588637,972,1,1.0268209052,0.9661216344,1.101023882
CDS,SATW20_14560,-1,1588624,1589826,1203,1,1.0190432683,0.9172910375,1.0970495096
IG,,1,1589827,1589830,4,1,0.9639084646,0.0123578008,0.9515506638
CDS,SATW20_14570,-1,1589831,1590943,1113,1,0.958759381,0.8784336756,1.0298476302
IG,,1,1590944,1591213,270,1,1.028786919,0.8743144086,1.2172433816
CDS,SATW20_14580,-1,1591214,1591531,318,1,1.04423417,0.9731768153,1.133828226
IG,,1,1591532,1591867,336,1,0.9762662655,0.9082983609,1.0565919709
CDS,SATW20_14590,-1,1591868,1592566,699,1,1.0164291182,0.9313920012,1.1106727967
IG,,1,1592567,1592619,53,1,1.04423417,1.0009818671,1.0874864729
CDS,SATW20_14600,-1,1592620,1593207,588,1,0.9886240663,0.9126942072,1.0680847256
CDS,SATW20_14610,-1,1593197,1593772,576,1,1.0080434676,0.9197734617,1.1193695991
IG,,1,1593773,1593785,13,1,0.939192863,0.0245920236,0.9268350622
CDS,SATW20_14620,-1,1593786,1595030,1245,1,1.0663016715,1.0027472672,1.1316303029
IG,,1,1595031,1595036,6,1,0.9762662655,0.0245920236,0.9762662655
CDS,SATW20_14630,-1,1595037,1596335,1299,1,0.9330139626,0.8447351297,1.0195450494
IG,,1,1596336,1596344,9,1,1.0380552696,0.0123578008,1.0256974688
CDS,SATW20_14640,-1,1596345,1597409,1065,1,0.919626345,0.8392697451,0.9948132649
IG,,1,1597410,1597434,25,1,0.7785414522,0.0123578008,0.7661836514
CDS,SATW20_14650,-1,1597435,1598601,1167,1,0.9163784615,0.8431727505,0.9781674656
IG,,1,1598602,1599395,794,1,0.8928511099,0.8140237878,0.9685580872
CDS,SATW20_14660,-1,1599396,1599845,450,1,1.0401149031,0.9783053026,1.1204612048
IG,,1,1599846,1599936,91,1,1.0565919709,0.9886240663,1.1245598754
CDS,SATW20_14670,-1,1599937,1600896,960,1,0.9750304854,0.9193833083,1.038092343
IG,,1,1600897,1600897,1,1,1.0874864729,0.0247156017,1.0752522501
CDS,SATW20_14680,-1,1600898,1601623,726,1,1.0339360027,0.9694008206,1.0984849157
IG,,1,1601624,1601625,2,1,0.9268350622,0.0369498245,0.9268350622
CDS,SATW20_14690,-1,1601626,1602198,573,1,1.0627708713,0.9700461724,1.1719314453
IG,,1,1602199,1602628,430,1,1.0298167357,0.8938603303,1.1678327747
CDS,SATW20_14700,-1,1602629,1602901,273,1,0.9422823132,0.8372410061,1.0195185684
IG,,1,1602902,1603071,170,1,0.8156148547,0.8032570539,0.8279726555
CDS,SATW20_14710,-1,1603072,1604070,999,1,0.7628133421,0.6942612506,0.8414538928
IG,,1,1604071,1604086,16,1,0.9762662655,0.0123578008,0.9639084646
CDS,SATW20_14720,-1,1604087,1605397,1311,1,0.9709700651,0.9047587337,1.0266243039
IG,,1,1605398,1605618,221,1,1.0040713173,0.8835827593,1.1214704252
CDS,SATW20_14730,-1,1605619,1606794,1176,1,1.048353437,0.9566894493,1.1452385955
IG,,1,1606795,1607358,564,1,1.0645362714,1.0045126674,1.1298560758
CDS,SATW20_14740,-1,1607359,1607475,117,1,1.0071607675,0.8897616597,1.1245598754
IG,,1,1607476,1607505,30,1,0.9330139626,0.8897616597,0.9762662655
CDS,SATW20_14750,-1,1607506,1608165,660,1,1.0168704682,0.9038495526,1.103410382
IG,,1,1608166,1608241,76,1,0.7352891493,0.7043946472,0.7661836514
CDS,SATW20_14760,1,1608242,1609210,969,1,0.8852679139,0.8021223831,0.9796365748
IG,,1,1609211,1609324,114,1,0.8465093568,0.790899253,0.9021194605
CDS,SATW20_14770,-1,1609325,1610311,987,1,0.9009960241,0.8526433197,0.9504496961
IG,,1,1610312,1610712,401,1,0.8996479003,0.8477451369,0.9663800248
CDS,SATW20_14780,-1,1610713,1612173,1461,1,0.924363502,0.8732516378,0.9672368323
IG,,1,1612174,1612325,152,1,0.9845047994,0.9021194605,1.0504130704
CDS,SATW20_14790,-1,1612326,1613705,1380,1,0.9976864536,0.9465910664,1.0718497356
CDS,SATW20_14800,-1,1613695,1614648,954,1,1.067264617,0.9773110614,1.1706207694
IG,,1,1614649,1614755,107,1,0.8774038588,0.6796790456,1.0751286721
CDS,SATW20_14810,1,1614756,1615004,249,1,0.8248832053,0.6889473962,0.9762662655
IG,,1,1615005,1615109,105,1,0.9206561617,0.9021194605,0.939192863
CDS,SATW20_14820,-1,1615110,1615655,546,1,0.9288946956,0.8238533886,1.033956599
IG,,1,1615656,1616251,596,1,0.9797970657,0.9215388618,1.059257725
CDS,SATW20_14830,-1,1616252,1617166,915,1,1.0355837095,0.954022224,1.1245722332
IG,,1,1617167,1617180,14,1,1.0256974688,0.0247156017,1.0256974688
CDS,SATW20_14840,-1,1617181,1617387,207,1,0.9886240663,0.8774038588,1.0627708713
CDS,SATW20_14850,-1,1617380,1618318,939,1,1.0223271595,0.9279360299,1.1178754286
IG,,1,1618319,1618375,57,1,1.0380552696,0.0123578008,1.0258210468
CDS,SATW20_14860,-1,1618376,1619293,918,1,1.0195185684,0.963883749,1.0689621295
IG,,1,1619294,1619383,90,1,0.9330139626,0.865046058,1.0009818671
CDS,SATW20_14870,-1,1619384,1621546,2163,1,0.9993699801,0.9327291959,1.073527531
CDS,SATW20_14880,-1,1621539,1622408,870,1,0.999746087,0.8884888062,1.0862877663
IG,,1,1622409,1622712,304,1,0.9608190144,0.7847203526,1.1585438277
CDS,SATW20_14890,-1,1622713,1624407,1695,1,0.9474313969,0.8746508154,1.0153993014
IG,,1,1624408,1624444,37,1,0.9021194605,0.0123578008,0.9021194605
CDS,SATW20_14900,-1,1624445,1625170,726,1,1.0210632935,0.9206561617,1.1338436733
IG,,1,1625171,1625302,132,1,0.9227157952,0.8403304564,0.9762662655
CDS,SATW20_14910,-1,1625303,1626040,738,1,0.9762662655,0.8401914311,1.1045865798
CDS,SATW20_14920,-1,1626033,1626575,543,1,0.9989222337,0.8855806037,1.1122432673
CDS,SATW20_14930,-1,1626568,1627299,732,1,0.9778109906,0.8789331367,1.0658757687
IG,,1,1627300,1627390,91,1,0.8403304564,0.8032570539,0.8774038588
CDS,SATW20_14940,1,1627391,1627897,507,1,0.9556699308,0.9020782678,1.0113418235
IG,,1,1627898,1627974,77,1,1.0380552696,1.0380552696,1.0380552696
CDS,SATW20_14950,-1,1627975,1628862,888,1,0.9367213028,0.8489685591,1.0220024863
IG,,1,1628863,1628910,48,1,0.9948029667,0.865046058,1.1245598754
CDS,SATW20_14960,-1,1628911,1629360,450,1,0.9910956265,0.8180864149,1.1171451949
IG,,1,1629361,1629464,104,1,0.9948029667,0.9021194605,1.0874864729
CDS,SATW20_14970,-1,1629465,1630007,543,1,1.0698324717,0.9533160639,1.1969412803
IG,,1,1630008,1630088,81,1,1.297569087,0.0123578008,1.297569087
CDS,SATW20_14980,1,1630089,1630997,909,1,1.0355837095,0.9230906485,1.148101486
IG,,1,1630998,1631212,215,1,0.8959405601,0.8372410061,0.9731768153
CDS,SATW20_14990,-1,1631213,1631461,249,1,0.9185965283,0.8897616597,0.9515506638
IG,,1,1631462,1631476,15,1,0.9144772613,0.0123578008,0.9144772613
CDS,SATW20_15000,-1,1631477,1632232,756,1,0.9488044859,0.8677785051,1.0243381107
IG,,1,1632233,1632373,141,1,0.9577295642,0.9021194605,1.013339668
CDS,SATW20_15010,1,1632374,1633189,816,1,0.8732845919,0.804616412,0.9433258608
IG,,1,1633190,1633293,104,1,0.8835827593,0.7661836514,1.0009818671
CDS,SATW20_15020,-1,1633294,1634214,921,1,0.9425631723,0.8549351301,1.0448071226
IG,,1,1634215,1634526,312,1,0.9422823132,0.7970781535,1.0596814211
CDS,SATW20_15030,1,1634527,1636011,1485,1,0.9639084646,0.9013316507,1.0210787407
IG,,1,1636012,1636240,229,1,0.9185965283,0.8156148547,1.0627708713
CDS,SATW20_15040,1,1636241,1637107,867,1,0.8996479003,0.8192974793,0.987400644
IG,,1,1637108,1637189,82,1,1.013339668,0.0245920236,1.013339668
CDS,SATW20_15050,-1,1637190,1638839,1650,1,0.9865644328,0.9522303429,1.0215782018
IG,,1,1638840,1638854,15,1,0.8897616597,0.0245920236,0.8897616597
CDS,SATW20_15060,-1,1638855,1639874,1020,1,0.9728959562,0.8976257147,1.0470539955
IG,,1,1639875,1640067,193,1,0.9886240663,0.9639084646,1.013339668
CDS,SATW20_15070,-1,1640068,1640439,372,1,0.9663800248,0.8922332198,1.0331121493
IG,,1,1640440,1640657,218,1,0.9227157952,0.9021194605,0.9515506638
CDS,SATW20_15080,-1,1640658,1642064,1407,1,0.9144772613,0.8419781631,0.9886734975
IG,,1,1642065,1642131,67,1,0.7847203526,0.6796790456,0.8897616597
CDS,SATW20_15090,-1,1642132,1643265,1134,1,0.9093281777,0.8382605247,0.9793660138
IG,,1,1643266,1643833,568,1,1.0115742678,0.9286004623,1.0928003273
CDS,SATW20_15100,-1,1643834,1644814,981,1,1.0515365069,0.9638747616,1.1403104543
IG,,1,1644815,1644827,13,1,1.0874864729,0.0123578008,1.0874864729
CDS,SATW20_15110,-1,1644828,1645265,438,1,1.0256974688,0.9836315148,1.0677139916
IG,,1,1645266,1645615,350,1,0.954022224,0.8724607385,1.0256974688
CDS,SATW20_15120,-1,1645616,1646890,1275,1,1.0000312671,0.9448774514,1.0551945888
IG,,1,1646891,1646902,12,1,1.0504130704,0.9762662655,1.1245598754
CDS,SATW20_15130,-1,1646903,1647886,984,1,0.998510307,0.9391557896,1.0689992029
CDS,SATW20_15140,-1,1647886,1648878,993,1,0.8740335495,0.7819117615,0.9527078033
IG,,1,1648879,1648893,15,1,1.0009818671,0.0123578008,0.9886240663
CDS,SATW20_15150,-1,1648894,1650315,1422,1,1.0457788951,0.9878285329,1.0999060628
IG,,1,1650316,1650465,150,1,1.0813075725,1.0751286721,1.0874864729
CDS,SATW20_15160,-1,1650466,1652145,1680,1,1.0435476255,0.9879306564,1.0971049612
IG,,1,1652146,1652160,15,1,1.0380552696,0.0247156017,1.0380552696
CDS,SATW20_15170,-1,1652161,1652613,453,1,1.0771883056,1.0091792083,1.1513763032
IG,,1,1652614,1653044,431,1,1.0602993111,0.963883749,1.1863488796
CDS,SATW20_15180,-1,1653045,1653926,882,1,1.1146736348,1.0158112281,1.2160817484
CDS,SATW20_15190,-1,1653904,1654134,231,1,1.0957250068,0.9762662655,1.2357800829
CDS,SATW20_15200,-1,1654127,1655464,1338,1,0.9912721665,0.924186962,1.0663104985
IG,,1,1655465,1655480,16,1,0.9639084646,0.0247156017,0.9639084646
